"score","review","y",""
"3","저녁시간에 웨이팅 오십분 걸린 거 같은데 그정도 까지 기다릴 필요가? 싼 만큼 셀프서비스가 많고 위생적이진 않네여ㅜ ㅜ 웨이팅 하는데 먼저 예약한 사람들인지 몇 팀은 그냥 먼저 들어가구.. 저렴하지만 고생하면서 고기 먹고싶진 않네요","0",""
"1","최악. 어떻게저런직원들이 장사를 할수있나싶네요 예약은아무런 의미도 없고, 불친절에, 손님들이랑 대화가 아예 안되는 직원들밖에 없네요 싼맛에 가성비찾아 가시는거라면 다른곳을 방문하심이.......","0",""
"4","삼겹살 가격대비 불만없음 돈까스 맛있음 셀프 배식대에 음식이 엥꼬나서 군대때 줄서서 배식하던것처럼 기다려서 배식받음. 다른 지역에서 이랬으면 별 한개지만 이 비싼 강남땅에서 이렇게 장사하는건 그 자체로 존중받고 의미 있다 생각함 근데 돈까스는 가격 제외하고 그냥 맛으로만 따져도 고퀄리티","1",""
"1","화장실냄새나는 식당은 처음이었고 어디에 앉아도 냄새가 심해서 놀람. 앞치마도 지저분하고 냄새남. 전반적으로 위생 별로","0",""
"5","고기 맛있어요   깨끗하고 넓어요 강추에요","1",""
"1","","0",""
"5","서비스좋구요!!! 완전 친절!!! 고기도 맛나고 사이드도 맛있습니다^^ 편하게 즐길수 있는곳이라 추천하고 싶어요~~~ 번창하세요!!!!!!^^","1",""
"5","쫀득살 목살 최고네요 직원분들도 친절합니다  ","1",""
"2","고기 극평범 내부 너무 정신없음","0",""
"1","대기명부적고 기다리는데 다른팀들이 계속 들어가더라구요? 그래서 물어보니 가신줄 알았다고합니다. 밖에서 기다리래서 기다린건데 확인도 안하고.. 안물어봤으면 영원히 기다릴뻔했네요 그 와중에 죄송하다는 인사도 억지로 하는 느낌이라 맛있게먹으러가서 기분만 상했습니다","0",""
"3","삼겹살은 맛없음. 약품처리를 해서 그런지 씹는 맛 없고 그냥 부드럽기만하고 힘줄? 같은거 씹힘. 그리고 알바생들이 대부분 학생인데 중국인학생? 중국말 하는 사람들이 많았음. 여자직원분 불판 안갈아주냐고 정중하게 물으니까 원래 안한다는 식이었다가 내가 짱나서 두번째에 불판 이거 다 쌔까맣게 됐는데 갈아줘야되는거 아니냐니까 그제서야 새거 가져옴. 다 늘러붙어서...","0",""
"2","고기 구워주지 않음. 본점이나 다른 지점과 다른듯.  고기에서 냄새가 남. 다른 지점과 다른듯. 오득살 같은경유 다른 불판으로 알고 있는데 같은 뷸판 사용. 다른 지점과 다른듯. 기대감이 있는 부안집인데 좀 아쉬움","0",""
"4","강남역근처에서 고기를 먹는다면 가볼만한 맛 쫀득살이 뭘까했는데 덜미살이었다! 평소 뒷고기에 애정이 있었다면 목살과 함께 고  ★ 절대비추 지인에 가지말라고 할 집 ★★ 재방문의사 없음/평범 혹은 그이하 ★★★ 괜찮음 누가 가자고하면 다시감 ★★★★ 맛있음 재방문의사 있음 ★★★★★ 추천 찐맛집","1",""
"1","불 약함, 숯 좀 추가해달라니까 끄적끄적 하더니 감.  숯불로 수비드하고옴. 다신안감","0",""
"5","싸고 맛있어요 특히 양념이랑 사이드메뉴가 찰떡궁합 ㅠㅠㅠ 강남에 이런 맛집이라니","1",""
"5","시끌벅적하고 붐벼서 대화는 힘들지만 고깃집은 다 그러니까요 ㅎㅎ 맛있어요 사이드도 완벽","1",""
"5","주차장이 있어서 편리했고, 인테리어는 깔끔무난하며 전체적으로 다 맛있습니다 특히 쫀득살이 대박이네요..","1",""
"5","오랜만에 찐 고기 맛집입니다..매장 자체도 깔끔하고 음식도 깔끔하고 정갈해요!!! 솔직히 퀄리티 대비 가격 저렴하다고 생각해요. 사이드 메뉴도 맛있고..특히 쫀득살 최고에요!!♡ 사장님 너무 친절하세요 바쁘신데도 친절한 응대 해주셔서 기분좋게 먹었습니다~","1",""
"5","고기 대 존 맛. 사이드도 맛있어요. 깔끔하기도 하귱","1",""
"5","쫀득살 맛있어요","1",""
"1","태어나서 먹은 삼겹살 중에 가장 적게 나오고 가장 맛없었던 집인데 심지어 직원 인성도 최하 고기 구워주긴 하는데 고기 안익은채로 드세요 하고 불끄고가버려서 불 다시 키고 직접 굽고있는데 말도 없이 다시 끄고 가버리는 곳이 장사하는 곳인가 싶네요 양아치들만 모아놓은 곳 같음 시끄럽고 맛없고 기분나쁘고 삼위일체임","0",""
"3","보통","0",""
"4","","1",""
"5","삼겹살부터 볶음밥까지 짱맛;; 다시 가고싶네요","1",""
"5","","1",""
"2","고기 노맛","0",""
"5","여기 아주 굿잡입니다 일하시는 분들 서비스도 좋고 특히 매니저?같은 포스의 남자분 아주 잘해주시네요 야외자리에서 먹으면 기가맥힘 고기 질도 좋고 볶음밥 최고입니다.","1",""
"3","서비스가 기대될 위치는 아니었는데 아주 만족.  고기는 맛이 없을수가 없음. ","0",""
"5","강남에서 고기 먹으려면 칼맞만 갑니다 :)  구워주시는 것도 너무 좋고, 개인적으로 저 김치랑 콩나물이 완전 대박 취향 저격","1",""
"2","사람 진짜 많고 정신 없어요 예약안하면 웨이팅이 깁니다","0",""
"5","굿굿 좋아염!! 최공","1",""
"5","맛있음자주감","1",""
"4","넘 시끄럽고, 자리가 좁지만 맛은 있어서 추천함니다","1",""
"1","양이 너무 적어서 충격받았어요..ㅠㅠ 이게 1인분이에요... 볶음밥 드실거면 가세요..","0",""
"3","","0",""
"5","Yum","1",""
"1","맘에드는게없음","0",""
"3","","0",""
"1","다신 안 갈곳 꼬우면 고소하세요","0",""
"5","","1",""
"1","여기서 칼맞은 삼겹살, 항정살 먹고 식중독 걸린듯? 밤새 구토 설사로 죽는줄, 응급실까지 다녀옴. 증거가 없어서 신고는 못했지만(증거가 없으니 다들 참고만)","0",""
"2","칼맞은삼겹살 / 허브와인삼겹살","0",""
"3","괜찮았어.","0",""
"1","고기 밑반찬 다별로 그리고 댓글알바 티남","0",""
"1","불친절하고 배추김치가 없습니다 찍어먹을 마땅한 소스도 없고.. 무료로 주는 해물탕? 탕이라하기도 좀 그런데..ㅋ 칼국수 (8000원)인데 무료로 줬던 해물탕에 사리만 넣어 주시더라구요? 그럴거면 사리 추가 값만 받던가.. 가격대비 별로입니다. 매우 별로ㅠ","0",""
"1","최악입니다.  일단 직원이 싸가지가 정말 없고요. 저희가 뭘 잘못했나 싶을 정도였습니다. 보통 매장 처음 오면 '저희 매장 이용해본 적 있으세요?' 라고 응대하고 메뉴 소개와 셀프바 이용 등을 안내하는데 하나도 없었고요.  고기 메뉴와 탕 메뉴 외엔 표기도 안 되어 있었고 저 멀리 벽면에 조그맣게 붙여놓고 메뉴에 관해 물어보니까 건성건성 지 멋대로 대답하더...","0",""
"1","알바생이 일을 엄청 열심히 합니다! 고기맛은 별로였습니다 ","0",""
"1","하…진짜 평점 믿고 갔는데…꽃삼겹이 뭔가 했더니 냉동삼겹 얇게 썬거 였네요….통삼겹도 느끼하기만하고..같이 구워주는 떡이 제일 맛있었어요. 이걸먹고 이돈을 썼다는게 너무 화가나서 리뷰남깁니다. 차라리 근처에 있는 두껍삼 가세요. 삼육가 갈걸 신논현까지 걸어가기가 귀찮아서 여기 평점보고 갔다가 땅을 치고 후회했어요..가격차이도 얼마 안나는데 퀄리티 차이가 너...","0",""
"5","직원분이 너무너무 친절하시고 좋았어요! 고기도 다 구워주시고 잘라주시고 꿀맛 조합도 알려주셔서 정말 맛있게 먹고왔네요 시험 끝나고 꼭 다시 갈게요!!!!!!!!!!! 밑반찬도, 고기도 진짜 맛있었습니다ㅜㅜ","1",""
"3","음식은 맛있는데 서빙할때 인상 쓰고 하지 마시고  친절도만 좀 신경 써주세요.","0",""
"4","","1",""
"2","","0",""
"4","이모님이 너무 친절하시고 가게가 깨끗한편 항정살 괜찮고 된장찌개 맛있음","1",""
"5","어쩌다 급하게 찾아서 간 곳이엇는데 고기 직접 맛잇게 구워주시구 고기 질도 좋고 기본으로 나오는 국물이 너무 술 재질이라 결국 낮술함 ㅎ.....존맛","1",""
"5","","1",""
"5","목살 퍽퍽하지 않고 맛있음:)","1",""
"5","맛있게먹었다 융숭한대접에감사한다","1",""
"5","맛은 항상 만족. 인테리어나 식탁 배치도 마음에 듦.","1",""
"5","메뉴가 다 맛있네요. 후식 아이스크림도 좋습니다","1",""
"5","고기도 맛나고 장소도 깨끗하게 잘되어 있습니다^^","1",""
"4","이층집에서 질좋은고기와 맛있는음식을 먹으며 친구나 연인들의 즐거운시간과 좋은추억을 만들수있는 곳으로 최고의장소다","1",""
"5","맛있네요. 고기도 다 구워주시고 만족했어요.","1",""
"5","맛있다. 명이나물과 와사비도 줌. 꽃삼겹이 진짜로 꽃 모양으로 나온다.","1",""
"4","맛, 서비스, 분위기 아주 좋네요. 추천드립니다.","1",""
"5","고기맛있당ㅎㅎ","1",""
"5","고기도 구워주고 명이나물에 싸먹으면 진짜 존맛!!!","1",""
"5","삼겹살을 다 구워주시고, 특히 꽃삼겹살은 마치 소고기 차돌박이 같은 얇음. 꼭 드셔보세요","1",""
"1","절대 안감. 고기상태도 별로고 비계덩어리줌 가 본 식당 중에 최악임. 직원 싸가지 없는건 덤 .","0",""
"5","","1",""
"5","직접 구워줘서 좋고 맛도 있어요 여자 직원은 불친절해요 그래도 맛있으니 5점이에요","1",""
"3","맛있는 고기집","0",""
"5","","1",""
"5","고기 맛있어요 잘 구워주시고 밑반찬도 좋아요 조금 비싸기는 한데 구워주는 값이랑 머... 찌개가 다른 된장찌개 같은 것보다 맛있어서 대충 그값이라고 생각하면 괜찮 여자 둘이서 고기 4인분에 맥주2 소주1 냉면 먹으니까 배불러요","1",""
"4","","1",""
"5","고기 진짜 잘구워주시고, 직원분들 친절하세요 (바쁠땐 모르겠지만 난 하가할 때 감) 너무 맛있어요 ♡♡♡♡♡","1",""
"5","목살 개맛있음 가성비는 안 좋음","1",""
"4","","1",""
"1","고긴 맛있는데 양이 쥐오줌만하고 일단 검은색 옷 입으신분이 너무 불친절해서 화날정도^^ 그리고 볶음밥 1인분 시켰는데 원래 반공기라고 말도 안되는 소리하는데 맛도 개짬 손님 불편하게 하는 식당 첨임","0",""
"1","고기는 정말 맛있었고 여자 알바생분들 너무 친절하셔서 좋았어요 ㅎㅎ 하지만 남자직원분, 삼겹2인분 시켰는데 목살 2인분으로 잘못나와서 말씀드렸더니 죄송하단 말도 안하고 훽 가져가버리시고 ,,, 고기도 구워주시다가 나중엔 저희가 구워먹었습니다 ㅎ 볶음밥을 추가로 2개 시켰는데 하도 안나오길래 주문이 들어갔냐고 여쭤봤더니 한참을 안오시는,, 다시 불러서 안들어...","0",""
"5","여기는진짜 고기에진심인곳 인생돼지목살집","1",""
"2","맛은 있으나 양이 쥐 오줌만 함","0",""
"5","참 맛있는 삼겹살과 꽃게라면.","1",""
"5","이렇게 친절한 고깃집 첨봐요!!","1",""
"4","존맷 사장님 친절해요~","1",""
"5","말모말모.. 목살 존맛탱 웨이팅 너무 심각하지만 그래도 가는 이유가 있어요.","1",""
"5","최고의 찐맛집! 지금까지먹어본 고기집중에서 제일맛있었어요","1",""
"1","알바생 한 명이 4개 정도 테이블 고기를 구워주시는데 동일한 집게와 가위를 쓰는거보고 경악했어요~ 물티슈로 쇠판 닦고 그 탄거 묻은 집게로 또 남의 테이블 고기집고 ㅠ구워주는 서비스 좋지만 그 전에 기본인 위생이 먼저아닐까요? 한 테이블마다 1개의 가위 집게. 개선됐으면 좋겠어요~","0",""
"5","저 세상 맛집.... 목살이 이렇게 맛있는 줄 처음 알았던 집 삼겹은 기본이고요!","1",""
"5","너무 친절하셨어요 웨이팅 때도 순서 바로바로 알려주시고 고기도 잘 구워주시는데 서비스도 잘해주셔어요 박경빈 매니져님 최고였습니다 친구 생일이라 케익도 맡겨주시고 설명도 잘해주시고 고기가 제일 맛있어서 5점 드립니다 목살 존맛;; 라면은 필수⭐️⭐️⭐️⭐️⭐️","1",""
"5","고기가 맛있다. 근데 이제 구워 주셔서 편안함을 곁들인..","1",""
"5","사장님이 매우 친절하고 유쾌하세요 고기도 맛있어요","1",""
"4","메인 고기며 밑반찬, 서비스로 주시는 탕까지 진짜 최고입니다! 직원분들도 정말 친절하시고요! 다만 정말 봉우이층집을 사랑하는 사람으로써 사장님께 부탁 좀 드립니다 제발 화장실 좀 깨끗하게 청소해주세요 ㅠ 리모델링 아니 페인트칠이라도 ㅠ 손씻는 핸드워시라도 하나 구비해주십셔! 화장실 상태가 정말 너무 심각합니다 ㅠ 식사 전 손 씻으러 갔다가 너무 놀랐습니다 ...","1",""
"4","화포식당이랑 비슷한거 같아요 ㅇㅅㅇ  소주는 얼려나와 좋어요","1",""
